gender_x,name,title,year,role,nconst,birthYear,deathYear,primaryProfession,roleAge,posthumous
F,Ingrid Bergman,A Matter of Time (film),1976,star,nm0902894,1930,1995,"miscellaneous,actress,producer",46,False
F,Ingrid Bergman,Intermezzo (1939 film),1939,star,nm0000006,1915,1982,"actress,soundtrack,producer",24,False
F,Ingrid Bergman,Intermezzo (1939 film),1939,star,nm0902894,1930,1995,"miscellaneous,actress,producer",9,False
F,Ingrid Bergman,For Whom the Bell Tolls (film),1943,star,nm0000006,1915,1982,"actress,soundtrack,producer",28,False
F,Ingrid Bergman,For Whom the Bell Tolls (film),1943,star,nm0902894,1930,1995,"miscellaneous,actress,producer",13,False
F,Ingrid Bergman,Murder on the Orient Express (1974 film),1974,star,nm0000006,1915,1982,"actress,soundtrack,producer",59,False
F,Ingrid Bergman,Murder on the Orient Express (1974 film),1974,star,nm0902894,1930,1995,"miscellaneous,actress,producer",44,False
F,Ingrid Bergman,From the Mixed-Up Files of Mrs. Basil E. Frankweiler (1973 film),1973,star,nm0000006,1915,1982,"actress,soundtrack,producer",58,False
F,Ingrid Bergman,From the Mixed-Up Files of Mrs. Basil E. Frankweiler (1973 film),1973,star,nm0902894,1930,1995,"miscellaneous,actress,producer",43,False
F,Ingrid Bergman,Arch of Triumph (1948 film),1948,star,nm0000006,1915,1982,"actress,soundtrack,producer",33,False
F,Ingrid Bergman,Arch of Triumph (1948 film),1948,star,nm0902894,1930,1995,"miscellaneous,actress,producer",18,False
F,Ingrid Bergman,A Walk in the Spring Rain,1970,star,nm0000006,1915,1982,"actress,soundtrack,producer",55,False
F,Ingrid Bergman,A Walk in the Spring Rain,1970,star,nm0902894,1930,1995,"miscellaneous,actress,producer",40,False
F,Ingrid Bergman,Goodbye Again (1961 film),1961,star,nm0000006,1915,1982,"actress,soundtrack,producer",46,False
F,Ingrid Bergman,Goodbye Again (1961 film),1961,star,nm0902894,1930,1995,"miscellaneous,actress,producer",31,False
F,Ingrid Bergman,Intermezzo (1936 film),1936,star,nm0000006,1915,1982,"actress,soundtrack,producer",21,False
F,Ingrid Bergman,Intermezzo (1936 film),1936,star,nm0902894,1930,1995,"miscellaneous,actress,producer",6,False
F,Ingrid Bergman,Adam Had Four Sons,1941,star,nm0000006,1915,1982,"actress,soundtrack,producer",26,False
F,Ingrid Bergman,Adam Had Four Sons,1941,star,nm0902894,1930,1995,"miscellaneous,actress,producer",11,False
F,Ingrid Bergman,"We, the Women",1953,star,nm0000006,1915,1982,"actress,soundtrack,producer",38,False
F,Ingrid Bergman,"We, the Women",1953,star,nm0902894,1930,1995,"miscellaneous,actress,producer",23,False
F,Ingrid Bergman,Journey to Italy,1954,star,nm0000006,1915,1982,"actress,soundtrack,producer",39,False
F,Ingrid Bergman,Journey to Italy,1954,star,nm0902894,1930,1995,"miscellaneous,actress,producer",24,False
F,Ingrid Bergman,Joan of Arc at the Stake,1954,star,nm0000006,1915,1982,"actress,soundtrack,producer",39,False
F,Ingrid Bergman,Joan of Arc at the Stake,1954,star,nm0902894,1930,1995,"miscellaneous,actress,producer",24,False
F,Ingrid Bergman,Fear (1954 film),1954,star,nm0000006,1915,1982,"actress,soundtrack,producer",39,False
F,Ingrid Bergman,Fear (1954 film),1954,star,nm0902894,1930,1995,"miscellaneous,actress,producer",24,False
F,Ingrid Bergman,June Night,1940,star,nm0000006,1915,1982,"actress,soundtrack,producer",25,False
F,Ingrid Bergman,June Night,1940,star,nm0902894,1930,1995,"miscellaneous,actress,producer",10,False
F,Ingrid Bergman,Rage in Heaven,1941,star,nm0000006,1915,1982,"actress,soundtrack,producer",26,False
F,Ingrid Bergman,Rage in Heaven,1941,star,nm0902894,1930,1995,"miscellaneous,actress,producer",11,False
F,Ingrid Bergman,A Woman's Face (1938 film),1938,star,nm0000006,1915,1982,"actress,soundtrack,producer",23,False
F,Ingrid Bergman,A Woman's Face (1938 film),1938,star,nm0902894,1930,1995,"miscellaneous,actress,producer",8,False
F,Ingrid Bergman,The Four Companions (film),1938,star,nm0000006,1915,1982,"actress,soundtrack,producer",23,False
F,Ingrid Bergman,The Four Companions (film),1938,star,nm0902894,1930,1995,"miscellaneous,actress,producer",8,False
F,Ingrid Bergman,Ocean Breakers,1935,star,nm0000006,1915,1982,"actress,soundtrack,producer",20,False
F,Ingrid Bergman,Ocean Breakers,1935,star,nm0902894,1930,1995,"miscellaneous,actress,producer",5,False
F,Ingrid Bergman,Dollar (1938 film),1938,star,nm0000006,1915,1982,"actress,soundtrack,producer",23,False
F,Ingrid Bergman,Dollar (1938 film),1938,star,nm0902894,1930,1995,"miscellaneous,actress,producer",8,False
F,Ingrid Bergman,The Count of the Old Town,1935,star,nm0000006,1915,1982,"actress,soundtrack,producer",20,False
F,Ingrid Bergman,The Count of the Old Town,1935,star,nm0902894,1930,1995,"miscellaneous,actress,producer",5,False
F,Ingrid Bergman,Swedenhielms,1935,star,nm0000006,1915,1982,"actress,soundtrack,producer",20,False
F,Ingrid Bergman,Swedenhielms,1935,star,nm0902894,1930,1995,"miscellaneous,actress,producer",5,False
F,Ingrid Bergman,Only One Night (1939 film),1939,star,nm0000006,1915,1982,"actress,soundtrack,producer",24,False
F,Ingrid Bergman,Only One Night (1939 film),1939,star,nm0902894,1930,1995,"miscellaneous,actress,producer",9,False
F,Ingrid Bergman,Casablanca (film),1942,star,nm0000006,1915,1982,"actress,soundtrack,producer",27,False
F,Ingrid Bergman,Casablanca (film),1942,star,nm0902894,1930,1995,"miscellaneous,actress,producer",12,False
F,Ingrid Bergman,The Bells of St. Mary's,1945,star,nm0000006,1915,1982,"actress,soundtrack,producer",30,False
F,Ingrid Bergman,The Bells of St. Mary's,1945,star,nm0902894,1930,1995,"miscellaneous,actress,producer",15,False
F,Ingrid Bergman,Spellbound (1945 film),1945,star,nm0000006,1915,1982,"actress,soundtrack,producer",30,False
F,Ingrid Bergman,Spellbound (1945 film),1945,star,nm0902894,1930,1995,"miscellaneous,actress,producer",15,False
F,Ingrid Bergman,Anastasia (1956 film),1956,star,nm0000006,1915,1982,"actress,soundtrack,producer",41,False
F,Ingrid Bergman,Anastasia (1956 film),1956,star,nm0902894,1930,1995,"miscellaneous,actress,producer",26,False
F,Ingrid Bergman,Autumn Sonata,1978,star,nm0000006,1915,1982,"actress,soundtrack,producer",63,False
F,Ingrid Bergman,Autumn Sonata,1978,star,nm0902894,1930,1995,"miscellaneous,actress,producer",48,False
F,Ingrid Bergman,Notorious (1946 film),1946,star,nm0000006,1915,1982,"actress,soundtrack,producer",31,False
F,Ingrid Bergman,Notorious (1946 film),1946,star,nm0902894,1930,1995,"miscellaneous,actress,producer",16,False
F,Ingrid Bergman,The Inn of the Sixth Happiness,1958,star,nm0000006,1915,1982,"actress,soundtrack,producer",43,False
F,Ingrid Bergman,The Inn of the Sixth Happiness,1958,star,nm0902894,1930,1995,"miscellaneous,actress,producer",28,False
F,Ingrid Bergman,Joan of Arc (1948 film),1948,star,nm0000006,1915,1982,"actress,soundtrack,producer",33,False
F,Ingrid Bergman,Joan of Arc (1948 film),1948,star,nm0902894,1930,1995,"miscellaneous,actress,producer",18,False
F,Ingrid Bergman,Saratoga Trunk,1945,star,nm0000006,1915,1982,"actress,soundtrack,producer",30,False
F,Ingrid Bergman,Saratoga Trunk,1945,star,nm0902894,1930,1995,"miscellaneous,actress,producer",15,False
F,Ingrid Bergman,Under Capricorn,1949,star,nm0000006,1915,1982,"actress,soundtrack,producer",34,False
F,Ingrid Bergman,Under Capricorn,1949,star,nm0902894,1930,1995,"miscellaneous,actress,producer",19,False
F,Ingrid Bergman,Indiscreet (1958 film),1958,star,nm0000006,1915,1982,"actress,soundtrack,producer",43,False
F,Ingrid Bergman,Indiscreet (1958 film),1958,star,nm0902894,1930,1995,"miscellaneous,actress,producer",28,False
F,Ingrid Bergman,Gaslight (1944 film),1944,star,nm0000006,1915,1982,"actress,soundtrack,producer",29,False
F,Ingrid Bergman,Gaslight (1944 film),1944,star,nm0902894,1930,1995,"miscellaneous,actress,producer",14,False
F,Ingrid Bergman,Dr. Jekyll and Mr. Hyde (1941 film),1941,star,nm0000006,1915,1982,"actress,soundtrack,producer",26,False
F,Ingrid Bergman,Dr. Jekyll and Mr. Hyde (1941 film),1941,star,nm0902894,1930,1995,"miscellaneous,actress,producer",11,False
F,Ingrid Bergman,Europe '51,1952,star,nm0000006,1915,1982,"actress,soundtrack,producer",37,False
F,Ingrid Bergman,Europe '51,1952,star,nm0902894,1930,1995,"miscellaneous,actress,producer",22,False
F,Ingrid Bergman,Elena and Her Men,1956,star,nm0000006,1915,1982,"actress,soundtrack,producer",41,False
F,Ingrid Bergman,Elena and Her Men,1956,star,nm0902894,1930,1995,"miscellaneous,actress,producer",26,False
F,Ingrid Bergman,Stromboli (film),1950,star,nm0000006,1915,1982,"actress,soundtrack,producer",35,False
F,Ingrid Bergman,Stromboli (film),1950,star,nm0902894,1930,1995,"miscellaneous,actress,producer",20,False
F,Ingrid Bergman,The Visit (1964 film),1964,star,nm0000006,1915,1982,"actress,soundtrack,producer",49,False
F,Ingrid Bergman,The Visit (1964 film),1964,star,nm0902894,1930,1995,"miscellaneous,actress,producer",34,False
F,Ingrid Bergman,A Matter of Time (film),1976,star,nm0000006,1915,1982,"actress,soundtrack,producer",61,False
F,Ingrid Bergman,A Matter of Time (film),1976,star,nm0902894,1930,1995,"miscellaneous,actress,producer",46,False
F,Ingrid Bergman,Intermezzo (1939 film),1939,star,nm0000006,1915,1982,"actress,soundtrack,producer",24,False
F,Ingrid Bergman,Intermezzo (1939 film),1939,star,nm0902894,1930,1995,"miscellaneous,actress,producer",9,False
F,Ingrid Bergman,For Whom the Bell Tolls (film),1943,star,nm0000006,1915,1982,"actress,soundtrack,producer",28,False
F,Ingrid Bergman,For Whom the Bell Tolls (film),1943,star,nm0902894,1930,1995,"miscellaneous,actress,producer",13,False
F,Ingrid Bergman,Murder on the Orient Express (1974 film),1974,star,nm0000006,1915,1982,"actress,soundtrack,producer",59,False
F,Ingrid Bergman,Murder on the Orient Express (1974 film),1974,star,nm0902894,1930,1995,"miscellaneous,actress,producer",44,False
F,Ingrid Bergman,From the Mixed-Up Files of Mrs. Basil E. Frankweiler (1973 film),1973,star,nm0000006,1915,1982,"actress,soundtrack,producer",58,False
F,Ingrid Bergman,From the Mixed-Up Files of Mrs. Basil E. Frankweiler (1973 film),1973,star,nm0902894,1930,1995,"miscellaneous,actress,producer",43,False
F,Ingrid Bergman,Arch of Triumph (1948 film),1948,star,nm0000006,1915,1982,"actress,soundtrack,producer",33,False
F,Ingrid Bergman,Arch of Triumph (1948 film),1948,star,nm0902894,1930,1995,"miscellaneous,actress,producer",18,False
F,Ingrid Bergman,A Walk in the Spring Rain,1970,star,nm0000006,1915,1982,"actress,soundtrack,producer",55,False
F,Ingrid Bergman,A Walk in the Spring Rain,1970,star,nm0902894,1930,1995,"miscellaneous,actress,producer",40,False
F,Ingrid Bergman,Goodbye Again (1961 film),1961,star,nm0000006,1915,1982,"actress,soundtrack,producer",46,False
F,Ingrid Bergman,Goodbye Again (1961 film),1961,star,nm0902894,1930,1995,"miscellaneous,actress,producer",31,False
F,Ingrid Bergman,Intermezzo (1936 film),1936,star,nm0000006,1915,1982,"actress,soundtrack,producer",21,False
F,Ingrid Bergman,Intermezzo (1936 film),1936,star,nm0902894,1930,1995,"miscellaneous,actress,producer",6,False
F,Ingrid Bergman,Adam Had Four Sons,1941,star,nm0000006,1915,1982,"actress,soundtrack,producer",26,False
F,Ingrid Bergman,Adam Had Four Sons,1941,star,nm0902894,1930,1995,"miscellaneous,actress,producer",11,False
F,Ingrid Bergman,"We, the Women",1953,star,nm0000006,1915,1982,"actress,soundtrack,producer",38,False
F,Ingrid Bergman,"We, the Women",1953,star,nm0902894,1930,1995,"miscellaneous,actress,producer",23,False
F,Ingrid Bergman,Journey to Italy,1954,star,nm0000006,1915,1982,"actress,soundtrack,producer",39,False
F,Ingrid Bergman,Journey to Italy,1954,star,nm0902894,1930,1995,"miscellaneous,actress,producer",24,False
F,Ingrid Bergman,Joan of Arc at the Stake,1954,star,nm0000006,1915,1982,"actress,soundtrack,producer",39,False
F,Ingrid Bergman,Joan of Arc at the Stake,1954,star,nm0902894,1930,1995,"miscellaneous,actress,producer",24,False
F,Ingrid Bergman,Fear (1954 film),1954,star,nm0000006,1915,1982,"actress,soundtrack,producer",39,False
F,Ingrid Bergman,Fear (1954 film),1954,star,nm0902894,1930,1995,"miscellaneous,actress,producer",24,False
F,Ingrid Bergman,June Night,1940,star,nm0000006,1915,1982,"actress,soundtrack,producer",25,False
F,Ingrid Bergman,June Night,1940,star,nm0902894,1930,1995,"miscellaneous,actress,producer",10,False
F,Ingrid Bergman,Rage in Heaven,1941,star,nm0000006,1915,1982,"actress,soundtrack,producer",26,False
F,Ingrid Bergman,Rage in Heaven,1941,star,nm0902894,1930,1995,"miscellaneous,actress,producer",11,False
F,Ingrid Bergman,A Woman's Face (1938 film),1938,star,nm0000006,1915,1982,"actress,soundtrack,producer",23,False
F,Ingrid Bergman,A Woman's Face (1938 film),1938,star,nm0902894,1930,1995,"miscellaneous,actress,producer",8,False
F,Ingrid Bergman,The Four Companions (film),1938,star,nm0000006,1915,1982,"actress,soundtrack,producer",23,False
F,Ingrid Bergman,The Four Companions (film),1938,star,nm0902894,1930,1995,"miscellaneous,actress,producer",8,False
F,Ingrid Bergman,Ocean Breakers,1935,star,nm0000006,1915,1982,"actress,soundtrack,producer",20,False
F,Ingrid Bergman,Ocean Breakers,1935,star,nm0902894,1930,1995,"miscellaneous,actress,producer",5,False
F,Ingrid Bergman,Dollar (1938 film),1938,star,nm0000006,1915,1982,"actress,soundtrack,producer",23,False
F,Ingrid Bergman,Dollar (1938 film),1938,star,nm0902894,1930,1995,"miscellaneous,actress,producer",8,False
F,Ingrid Bergman,The Count of the Old Town,1935,star,nm0000006,1915,1982,"actress,soundtrack,producer",20,False
F,Ingrid Bergman,The Count of the Old Town,1935,star,nm0902894,1930,1995,"miscellaneous,actress,producer",5,False
F,Ingrid Bergman,Swedenhielms,1935,star,nm0000006,1915,1982,"actress,soundtrack,producer",20,False
F,Ingrid Bergman,Swedenhielms,1935,star,nm0902894,1930,1995,"miscellaneous,actress,producer",5,False
F,Ingrid Bergman,Only One Night (1939 film),1939,star,nm0000006,1915,1982,"actress,soundtrack,producer",24,False
F,Ingrid Bergman,Only One Night (1939 film),1939,star,nm0902894,1930,1995,"miscellaneous,actress,producer",9,False
F,Ingrid Bergman,Casablanca (film),1942,star,nm0000006,1915,1982,"actress,soundtrack,producer",27,False
F,Ingrid Bergman,Casablanca (film),1942,star,nm0902894,1930,1995,"miscellaneous,actress,producer",12,False
F,Ingrid Bergman,The Bells of St. Mary's,1945,star,nm0000006,1915,1982,"actress,soundtrack,producer",30,False
F,Ingrid Bergman,The Bells of St. Mary's,1945,star,nm0902894,1930,1995,"miscellaneous,actress,producer",15,False
F,Ingrid Bergman,Spellbound (1945 film),1945,star,nm0000006,1915,1982,"actress,soundtrack,producer",30,False
